9 9 10 1 0 0
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 1
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 0
0 0 0 0
1 1 0 0
0 0 0 1
0 0 0 0
0 0 0 1
1 1 0 0
0 0 0 1
0 0 0 0
0 0 0 1
0 0 0 1
0 0 0 2
0 0 0 2
0 0 0 0
0 0 0 1
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 1
1 1 0 0
1 1 0 0
0 0 0 1
0 0 0 1
0 0 0 2
0 0 0 2
0 0 0 1
0 0 0 0
0 0 0 1
0 0 0 1
0 0 0 1
0 0 0 1
0 0 0 1
1 1 0 1
1 1 0 1
0 0 0 2
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 1
0 0 0 3
0 0 0 3
0 0 0 3
1 1 0 0
0 0 0 1
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 1
1 1 0 0
0 0 0 2
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 0
0 0 0 1
0 0 0 1
0 0 0 2
0 0 0 1
0 0 0 2
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 0
0 0 0 1
1 1 0 0
0 0 0 1
0 0 0 0
0 0 0 1
1 1 0 0
0 0 0 1
0 0 0 0
HISTORY 1
open 4 4
UNDO 1
0 0 0
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 1
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 0
0 0 0 0
1 0 0 0
0 0 0 1
0 0 0 0
0 0 0 1
1 0 0 0
0 0 0 1
0 0 0 0
0 0 0 1
0 0 0 1
0 0 0 2
0 0 0 2
0 0 0 0
0 0 0 1
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 1
1 0 0 0
1 0 0 0
0 0 0 1
0 0 0 1
0 0 0 2
0 0 0 2
0 0 0 1
0 0 0 0
0 0 0 1
0 0 0 1
0 0 0 1
0 0 0 1
0 0 0 1
1 0 0 1
1 0 0 1
0 0 0 2
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 1
0 0 0 3
0 0 0 3
0 0 0 3
1 0 0 0
0 0 0 1
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 1
1 0 0 0
0 0 0 2
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 0
0 0 0 1
0 0 0 1
0 0 0 2
0 0 0 1
0 0 0 2
0 0 0 1
0 0 0 1
0 0 0 0
0 0 0 0
0 0 0 1
1 0 0 0
0 0 0 1
0 0 0 0
0 0 0 1
1 0 0 0
0 0 0 1
0 0 0 0
